P_ID,PName,Category,Specs1,Price
PD_21004075,Federal,Fashion,hope,427.86
PD_21004076,Cost,Electronics,new,199.49
PD_21004077,Name,Fashion,field,336.65
PD_21004078,Perhaps,Electronics,central,341.49
PD_21004079,Focus,Fitness,near,239.66
PD_21004080,Fight,Books,gas,328.83
PD_21004081,Two,Books,get,121.61
PD_21004082,Without,Electronics,community,430.64
PD_21004083,Else,Fitness,end,46.41
PD_21004084,Significant,Books,place,369.35
PD_21004085,Prepare,Electronics,do,395.32
PD_21004086,Interest,Fashion,town,466.61
PD_21004087,Leader,Electronics,society,137.06
PD_21004088,Discover,Books,quickly,256.66
PD_21004089,Media,Fitness,fast,213.16
PD_21004090,Weight,Books,out,269.12
PD_21004091,Wish,Fashion,hotel,213.33
PD_21004092,Through,Books,should,240.38
PD_21004093,Contain,Books,appear,97.91
PD_21004094,Although,Electronics,include,102.26
PD_21004095,Though,Fitness,source,147.41
PD_21004096,Them,Books,part,28.34
PD_21004097,Interest,Fitness,policy,376.98
PD_21004098,Field,Fashion,strategy,383.0
PD_21004099,Pretty,Electronics,economy,419.53
PD_21004100,Her,Electronics,receive,129.77
PD_21004101,Serious,Fashion,forward,149.23
PD_21004102,Campaign,Electronics,century,373.69
PD_21004103,Send,Fashion,whose,399.18
PD_21004104,Hand,Home Appliance,scene,124.37
PD_21004105,Beat,Fitness,without,177.26
PD_21004106,Claim,Fashion,clearly,180.9
PD_21004107,Unit,Electronics,after,151.64
PD_21004108,Seem,Fashion,next,166.44
PD_21004109,Surface,Fashion,can,233.33
PD_21004110,Page,Electronics,become,39.72
PD_21004111,Explain,Fashion,off,164.23
PD_21004112,Human,Home Appliance,lot,250.82
PD_21004113,News,Fashion,that,97.88
PD_21004114,Citizen,Electronics,international,39.55
PD_21004115,Force,Fitness,vote,36.39
PD_21004116,Agent,Home Appliance,too,375.68
PD_21004117,Growth,Books,or,493.51
PD_21004118,Many,Electronics,seem,113.19
PD_21004119,Director,Books,similar,315.68
PD_21004120,Environmental,Books,medical,440.36
PD_21004121,Green,Home Appliance,American,347.59
PD_21004122,It,Fashion,year,297.42
PD_21004123,He,Books,chair,295.55
PD_21004124,Image,Fashion,than,378.77
PD_21004125,Remain,Electronics,nice,239.03
PD_21004126,Rise,Fitness,recognize,213.91
PD_21004127,Treat,Home Appliance,specific,445.84
PD_21004128,Middle,Fashion,show,341.73
PD_21004129,Present,Electronics,that,125.0
PD_21004130,Him,Fashion,environmental,148.25
PD_21004131,Upon,Electronics,sport,395.6
PD_21004132,Defense,Home Appliance,region,152.12
PD_21004133,Possible,Home Appliance,amount,148.91
PD_21004134,Opportunity,Books,one,84.1
PD_21004135,Tend,Home Appliance,base,119.12
PD_21004136,Development,Fitness,teach,314.51
PD_21004137,Wife,Home Appliance,gas,133.55
PD_21004138,Reduce,Books,so,113.45
PD_21004139,Economy,Fitness,eye,379.2
PD_21004140,With,Books,nation,88.01
PD_21004141,Whole,Fashion,thousand,132.22
PD_21004142,Miss,Books,spring,436.33
PD_21004143,When,Fashion,fill,466.48
PD_21004144,Air,Fashion,group,486.66
PD_21004145,Live,Fitness,stand,204.93
PD_21004146,Politics,Home Appliance,themselves,160.32
PD_21004147,Step,Fitness,audience,12.11
PD_21004148,Accept,Books,any,215.76
PD_21004149,He,Home Appliance,apply,354.31
PD_21004150,Man,Home Appliance,there,298.2
PD_21004151,Work,Electronics,rather,199.3
PD_21004152,Enough,Books,money,258.14
PD_21004153,Close,Fitness,rest,450.22
PD_21004154,Word,Fashion,article,412.85
PD_21004155,Late,Home Appliance,necessary,455.29
PD_21004156,Ever,Fashion,everyone,381.73
PD_21004157,Against,Fitness,challenge,138.77
PD_21004158,Police,Fashion,listen,405.39
PD_21004159,Economy,Books,it,309.54
PD_21004160,Away,Books,husband,176.22
PD_21004161,Red,Books,whose,38.14
PD_21004162,Benefit,Fitness,nothing,332.2
PD_21004163,Nice,Electronics,economic,471.0
PD_21004164,Dream,Electronics,case,486.55
PD_21004165,Center,Home Appliance,cell,207.18
PD_21004166,Condition,Home Appliance,her,320.42
PD_21004167,Baby,Electronics,plant,258.1
PD_21004168,Condition,Fashion,provide,447.99
PD_21004169,Spring,Fitness,radio,277.9
PD_21004170,We,Books,off,439.59
PD_21004171,Such,Home Appliance,among,280.28
PD_21004172,Official,Fashion,not,147.53
PD_21004173,Operation,Home Appliance,book,345.68
PD_21004174,Sometimes,Fashion,never,142.13
PD_21004175,Computer,Home Appliance,offer,416.89
PD_21004176,From,Books,parent,126.09
PD_21004177,You,Home Appliance,unit,493.78
PD_21004178,Discussion,Fashion,into,348.38
PD_21004179,One,Fashion,others,273.78
PD_21004180,Road,Electronics,drive,237.38
PD_21004181,Act,Home Appliance,week,274.93
PD_21004182,Dinner,Electronics,party,158.15
PD_21004183,Change,Home Appliance,recognize,316.09
PD_21004184,Agree,Home Appliance,city,170.12
PD_21004185,Quickly,Electronics,popular,65.59
PD_21004186,Suffer,Fitness,month,344.72
PD_21004187,Rise,Electronics,free,413.58
PD_21004188,Include,Home Appliance,those,311.64
PD_21004189,Five,Fitness,meeting,200.06
PD_21004190,Teach,Fashion,black,147.03
PD_21004191,Answer,Home Appliance,pretty,489.48
PD_21004192,Can,Fitness,never,34.84
PD_21004193,Three,Electronics,partner,344.46
PD_21004194,Ask,Electronics,fight,414.77
PD_21004195,Pm,Fitness,on,293.33
PD_21004196,Suddenly,Electronics,option,434.11
PD_21004197,Material,Fitness,protect,357.95
PD_21004198,Artist,Home Appliance,room,364.85
PD_21004199,Rest,Fitness,side,395.31
PD_21004200,Write,Home Appliance,impact,302.91
PD_21004201,Want,Home Appliance,business,77.27
PD_21004202,Financial,Books,surface,485.83
PD_21004203,Somebody,Books,mouth,400.67
PD_21004204,Less,Books,after,409.1
PD_21004205,Human,Books,office,481.64
PD_21004206,Lot,Fitness,issue,411.79
PD_21004207,Offer,Electronics,participant,131.22
PD_21004208,Mouth,Fashion,kid,375.64
PD_21004209,Feeling,Electronics,network,154.53
PD_21004210,Despite,Fitness,sing,465.26
PD_21004211,Note,Electronics,really,54.98
PD_21004212,Glass,Electronics,south,372.0
PD_21004213,Rule,Books,firm,130.43
PD_21004214,Street,Home Appliance,look,155.33
PD_21004215,Boy,Electronics,thus,275.82
PD_21004216,This,Home Appliance,never,238.71
PD_21004217,One,Fitness,factor,460.41
PD_21004218,Whom,Fitness,case,219.61
PD_21004219,Establish,Books,wide,253.33
PD_21004220,Federal,Fashion,race,206.48
PD_21004221,Experience,Books,husband,70.34
PD_21004222,Art,Books,teach,142.72
PD_21004223,Represent,Electronics,important,67.79
PD_21004224,Western,Books,make,128.53
PD_21004225,Agency,Books,subject,73.77
PD_21004226,Officer,Fitness,our,112.37
PD_21004227,Former,Fashion,course,418.75
PD_21004228,Specific,Fashion,it,214.39
PD_21004229,Age,Home Appliance,produce,110.9
PD_21004230,How,Fashion,government,378.27
PD_21004231,They,Electronics,want,495.18
PD_21004232,Itself,Home Appliance,tough,160.02
PD_21004233,Reality,Fashion,these,436.92
PD_21004234,Recognize,Electronics,stage,389.86
PD_21004235,A,Books,performance,205.99
PD_21004236,Various,Fitness,attack,190.03
PD_21004237,Behind,Books,new,429.17
PD_21004238,According,Home Appliance,else,438.54
PD_21004239,Light,Home Appliance,center,178.03
PD_21004240,Job,Fitness,where,198.54
PD_21004241,Stuff,Electronics,dream,72.29
PD_21004242,Will,Fashion,write,99.47
PD_21004243,Turn,Books,picture,302.56
PD_21004244,Beat,Books,space,267.03
PD_21004245,Recently,Books,because,409.34
PD_21004246,During,Electronics,media,391.83
PD_21004247,Water,Fashion,step,404.92
PD_21004248,Former,Home Appliance,environment,167.46
PD_21004249,Land,Books,up,74.87
PD_21004250,Air,Electronics,imagine,191.25
PD_21004251,Consider,Fashion,take,196.84
PD_21004252,Back,Fitness,letter,137.33
PD_21004253,East,Home Appliance,require,272.84
PD_21004254,Skill,Books,field,51.26
PD_21004255,While,Home Appliance,writer,273.23
PD_21004256,Source,Books,either,28.43
PD_21004257,World,Fitness,quality,495.26
PD_21004258,Often,Electronics,option,394.81
PD_21004259,Eight,Electronics,sea,346.22
PD_21004260,Because,Fitness,economy,387.95
PD_21004261,Star,Electronics,should,460.45
PD_21004262,Area,Electronics,certainly,456.11
PD_21004263,Career,Books,serve,232.98
PD_21004264,Similar,Fitness,history,127.17
PD_21004265,Better,Fashion,cold,336.82
PD_21004266,Source,Fitness,statement,322.41
PD_21004267,Idea,Fashion,anyone,125.49
PD_21004268,Determine,Books,order,242.19
PD_21004269,Pretty,Fashion,someone,211.49
PD_21004270,Up,Books,magazine,153.85
PD_21004271,Performance,Fashion,every,430.64
PD_21004272,Tree,Electronics,test,380.81
PD_21004273,Yes,Electronics,quickly,199.57
PD_21004274,Environment,Electronics,time,192.07
PD_21004275,Piece,Home Appliance,both,101.82
PD_21004276,Full,Home Appliance,easy,61.4
PD_21004277,Wind,Fitness,develop,281.43
PD_21004278,Step,Electronics,beat,430.11
PD_21004279,Generation,Home Appliance,explain,222.66
PD_21004280,Try,Fashion,his,167.43
PD_21004281,Soon,Fashion,majority,374.37
PD_21004282,Shake,Fashion,range,155.04
PD_21004283,Seek,Electronics,across,164.1
PD_21004284,Us,Books,particularly,298.34
PD_21004285,At,Electronics,star,463.1
PD_21004286,Note,Fitness,Congress,274.03
PD_21004287,Court,Fashion,right,331.48
PD_21004288,Clearly,Electronics,example,71.34
PD_21004289,Often,Fitness,they,73.23
PD_21004290,Board,Fitness,learn,139.49
PD_21004291,Writer,Fashion,term,61.42
PD_21004292,From,Electronics,newspaper,374.39
PD_21004293,Understand,Books,father,484.04
PD_21004294,International,Fitness,many,243.6
PD_21004295,Executive,Books,art,14.72
PD_21004296,Rich,Fitness,feel,125.74
PD_21004297,Nothing,Electronics,brother,15.55
PD_21004298,Court,Electronics,pick,388.21
PD_21004299,Rise,Books,party,103.14
PD_21004300,Ready,Home Appliance,increase,89.12
PD_21004301,Student,Home Appliance,rule,260.16
PD_21004302,Student,Electronics,clearly,159.09
PD_21004303,Ok,Fitness,moment,433.85
PD_21004304,Key,Fitness,detail,177.85
PD_21004305,Exist,Fitness,exactly,389.07
PD_21004306,More,Electronics,perhaps,435.25
PD_21004307,Investment,Books,the,157.36
PD_21004308,Similar,Fitness,fund,270.0
PD_21004309,Lot,Home Appliance,pretty,131.55
PD_21004310,Perhaps,Electronics,arrive,180.0
PD_21004311,Operation,Home Appliance,entire,201.36
PD_21004312,Go,Fitness,page,342.0
PD_21004313,Performance,Electronics,rate,254.59
PD_21004314,Agency,Electronics,name,61.12
PD_21004315,Office,Books,stand,115.58
PD_21004316,Nothing,Fashion,mention,29.57
PD_21004317,Prevent,Electronics,control,499.19
PD_21004318,Begin,Home Appliance,movie,463.74
PD_21004319,Stuff,Electronics,fast,144.78
PD_21004320,Natural,Books,cultural,486.58
PD_21004321,Suffer,Books,work,197.9
PD_21004322,Meet,Fashion,off,406.86
PD_21004323,Occur,Fitness,per,49.77
PD_21004324,Information,Books,total,417.84
PD_21004325,Him,Books,reason,406.08
PD_21004326,Another,Home Appliance,ahead,312.53
PD_21004327,Parent,Fitness,throughout,200.51
PD_21004328,Guy,Books,close,499.81
PD_21004329,Left,Books,store,167.8
PD_21004330,Choice,Electronics,interesting,452.85
PD_21004331,Radio,Electronics,argue,373.4
PD_21004332,Majority,Electronics,bag,321.52
PD_21004333,Situation,Books,somebody,415.11
PD_21004334,Age,Electronics,interesting,181.21
PD_21004335,Clearly,Home Appliance,top,375.11
PD_21004336,Mention,Fashion,student,218.47
PD_21004337,Step,Fashion,lot,363.55
PD_21004338,Inside,Fashion,attention,17.2
PD_21004339,Old,Books,stay,256.37
PD_21004340,Beat,Fashion,possible,375.91
PD_21004341,Fear,Fashion,plan,186.46
PD_21004342,Still,Fitness,truth,337.8
PD_21004343,National,Fitness,vote,19.06
PD_21004344,Low,Books,particularly,318.83
PD_21004345,South,Home Appliance,eat,309.16
PD_21004346,Large,Books,treatment,64.68
PD_21004347,Possible,Home Appliance,reach,413.46
PD_21004348,Billion,Home Appliance,area,39.63
PD_21004349,Significant,Fitness,safe,126.06
PD_21004350,Turn,Fitness,house,185.11
PD_21004351,Structure,Home Appliance,only,381.24
PD_21004352,Account,Books,seem,311.67
PD_21004353,Instead,Fashion,series,262.27
PD_21004354,Land,Fitness,impact,353.72
PD_21004355,Dream,Home Appliance,gas,368.59
PD_21004356,Sell,Home Appliance,feel,54.46
PD_21004357,Explain,Fitness,same,362.92
PD_21004358,Threat,Electronics,girl,406.13
PD_21004359,Up,Fitness,significant,62.05
PD_21004360,Enter,Electronics,amount,220.78
PD_21004361,What,Electronics,already,355.68
PD_21004362,Former,Fashion,paper,259.6
PD_21004363,Lay,Books,available,112.14
PD_21004364,Still,Fashion,month,412.4
PD_21004365,Decade,Fashion,bit,18.62
PD_21004366,Whole,Electronics,as,210.95
PD_21004367,Tonight,Fitness,staff,55.16
PD_21004368,Tell,Fitness,hot,308.26
PD_21004369,Present,Books,cell,34.1
PD_21004370,Leave,Fashion,let,344.23
PD_21004371,Good,Fitness,explain,442.04
PD_21004372,Structure,Fitness,girl,182.25
PD_21004373,Leader,Fashion,subject,485.94
PD_21004374,Language,Electronics,great,17.12
PD_21004375,Call,Fashion,old,102.61
PD_21004376,On,Home Appliance,professor,11.02
PD_21004377,Degree,Fashion,say,435.41
PD_21004378,Action,Fitness,huge,295.26
PD_21004379,Skill,Books,eye,225.34
PD_21004380,Cell,Fitness,increase,402.48
PD_21004381,Ever,Fashion,test,343.51
PD_21004382,Race,Electronics,word,232.37
PD_21004383,Parent,Electronics,side,417.22
PD_21004384,Already,Fashion,interest,339.35
PD_21004385,Range,Home Appliance,together,326.68
PD_21004386,Choice,Home Appliance,trade,438.98
PD_21004387,Turn,Electronics,my,164.34
PD_21004388,Again,Home Appliance,system,329.51
PD_21004389,Country,Books,record,10.85
PD_21004390,Start,Fitness,far,327.96
PD_21004391,Something,Fashion,imagine,280.17
PD_21004392,Father,Fashion,hope,237.09
PD_21004393,On,Books,nothing,59.89
PD_21004394,After,Books,feel,128.43
PD_21004395,Result,Electronics,pull,145.5
PD_21004396,Off,Books,matter,248.73
PD_21004397,Live,Home Appliance,early,89.69
PD_21004398,Various,Fitness,early,423.06
PD_21004399,Ask,Books,media,22.18
PD_21004400,Study,Electronics,young,160.78
PD_21004401,Yard,Home Appliance,talk,174.83
PD_21004402,Try,Books,single,403.27
PD_21004403,Phone,Home Appliance,here,92.98
PD_21004404,Dinner,Fitness,throw,33.33
PD_21004405,Whom,Home Appliance,interview,87.67
PD_21004406,Nearly,Electronics,various,425.9
PD_21004407,Fund,Fashion,law,135.53
PD_21004408,All,Electronics,lot,162.2
PD_21004409,Method,Home Appliance,shake,334.8
PD_21004410,Evidence,Fitness,laugh,92.19
PD_21004411,Suggest,Fitness,rather,230.06
PD_21004412,Seek,Fashion,go,72.69
PD_21004413,Most,Home Appliance,who,440.55
PD_21004414,Dream,Home Appliance,parent,73.6
PD_21004415,Key,Electronics,job,89.38
PD_21004416,Line,Electronics,lead,215.92
PD_21004417,Responsibility,Books,catch,304.12
PD_21004418,List,Fashion,little,57.96
PD_21004419,Life,Books,simple,23.77
PD_21004420,Treat,Fitness,material,493.64
PD_21004421,Manager,Electronics,behind,322.8
PD_21004422,Prepare,Fashion,kid,329.92
PD_21004423,Fire,Fashion,school,51.37
PD_21004424,Different,Home Appliance,weight,267.32
PD_21004425,Local,Fashion,bit,205.27
PD_21004426,Able,Fashion,situation,252.94
PD_21004427,Look,Fashion,just,483.74
PD_21004428,Police,Books,color,224.45
PD_21004429,Series,Fashion,sign,356.57
PD_21004430,Mention,Home Appliance,low,85.71
PD_21004431,Officer,Electronics,positive,134.67
PD_21004432,Follow,Electronics,possible,110.35
PD_21004433,Little,Fitness,decide,202.22
PD_21004434,Value,Electronics,suffer,182.02
PD_21004435,Apply,Fashion,white,290.05
PD_21004436,Cut,Electronics,audience,362.92
PD_21004437,Fall,Books,hundred,129.69
PD_21004438,War,Electronics,blood,391.51
PD_21004439,Rule,Fashion,dinner,60.48
PD_21004440,Member,Books,keep,78.47
PD_21004441,Become,Books,represent,112.68
PD_21004442,Staff,Books,make,255.88
PD_21004443,Meeting,Fashion,while,171.51
PD_21004444,Simply,Books,prepare,395.19
PD_21004445,Lot,Fashion,PM,181.37
PD_21004446,Other,Fitness,bit,26.43
PD_21004447,Rest,Fashion,look,117.03
PD_21004448,I,Fitness,offer,395.85
PD_21004449,Data,Fitness,marriage,158.01
PD_21004450,Station,Fashion,can,257.01
PD_21004451,Available,Home Appliance,there,197.83
PD_21004452,Indicate,Electronics,class,256.22
PD_21004453,Course,Books,low,361.13
PD_21004454,Staff,Fitness,can,472.07
PD_21004455,Tend,Fitness,very,459.06
PD_21004456,Southern,Fitness,a,499.95
PD_21004457,Approach,Books,time,413.92
PD_21004458,Marriage,Electronics,control,278.8
PD_21004459,Nothing,Fitness,final,60.32
PD_21004460,Company,Fashion,just,294.28
PD_21004461,Might,Electronics,television,227.86
PD_21004462,Arm,Electronics,car,85.94
PD_21004463,Field,Fitness,long,267.57
PD_21004464,Number,Books,pull,72.6
PD_21004465,Nor,Fashion,back,324.22
PD_21004466,Treatment,Home Appliance,knowledge,404.08
PD_21004467,Want,Books,weight,284.99
PD_21004468,Remember,Home Appliance,view,113.67
PD_21004469,Support,Books,one,242.71
PD_21004470,Pick,Electronics,agree,268.21
PD_21004471,Star,Home Appliance,individual,235.26
PD_21004472,Bit,Electronics,control,151.07
PD_21004473,Challenge,Fashion,hour,478.71
PD_21004474,Figure,Fashion,government,163.46
PD_21004475,Later,Electronics,wall,340.33
PD_21004476,Worker,Home Appliance,between,224.88
PD_21004477,Top,Fitness,gun,121.83
PD_21004478,Close,Electronics,population,92.96
PD_21004479,Plant,Fashion,when,108.29
PD_21004480,Itself,Fashion,key,46.47
PD_21004481,Cover,Fitness,themselves,115.82
PD_21004482,Hot,Fitness,including,167.26
PD_21004483,Artist,Fashion,possible,495.25
PD_21004484,Several,Fitness,lawyer,88.41
PD_21004485,Begin,Home Appliance,make,454.1
PD_21004486,Contain,Fitness,perhaps,315.23
PD_21004487,Call,Books,window,343.77
PD_21004488,Senior,Fitness,coach,189.08
PD_21004489,Benefit,Books,past,349.93
PD_21004490,Entire,Electronics,bar,494.94
PD_21004491,Lawyer,Electronics,north,495.1
PD_21004492,Letter,Electronics,huge,15.59
PD_21004493,Any,Fashion,agreement,30.37
PD_21004494,Avoid,Books,face,474.55
PD_21004495,Receive,Fashion,throw,394.89
PD_21004496,Resource,Fashion,discussion,151.93
PD_21004497,Much,Home Appliance,executive,22.82
PD_21004498,Use,Fashion,out,54.9
PD_21004499,Role,Fashion,activity,190.48
PD_21004500,Knowledge,Electronics,kitchen,340.17
PD_21004501,Official,Electronics,note,141.42
PD_21004502,Board,Books,ten,361.25
PD_21004503,Across,Books,system,252.78
PD_21004504,See,Fashion,movement,321.55
PD_21004505,Do,Electronics,local,245.72
PD_21004506,Protect,Fitness,million,270.92
PD_21004507,Anyone,Fitness,state,130.47
PD_21004508,Similar,Fashion,third,360.77
PD_21004509,Stand,Books,little,382.17
PD_21004510,Possible,Fitness,thus,398.27
PD_21004511,Human,Fashion,professor,499.1
PD_21004512,Behavior,Fitness,something,98.6
PD_21004513,Spring,Books,leader,69.73
PD_21004514,Really,Home Appliance,although,455.48
PD_21004515,Page,Home Appliance,simply,18.25
PD_21004516,Director,Home Appliance,world,76.97
PD_21004517,Realize,Books,Democrat,473.33
PD_21004518,East,Books,lawyer,212.31
PD_21004519,Girl,Home Appliance,choose,404.35
PD_21004520,Management,Home Appliance,seven,383.77
PD_21004521,Quite,Books,its,336.76
PD_21004522,Would,Home Appliance,past,488.58
PD_21004523,Program,Electronics,general,450.16
PD_21004524,Near,Home Appliance,modern,178.22
PD_21004525,Notice,Fitness,there,191.44
PD_21004526,See,Fitness,more,307.84
PD_21004527,Seek,Home Appliance,like,465.47
PD_21004528,Gas,Home Appliance,evening,280.69
PD_21004529,Continue,Electronics,specific,356.98
PD_21004530,Include,Home Appliance,toward,85.32
PD_21004531,Across,Books,trip,430.27
PD_21004532,For,Books,teacher,382.96
PD_21004533,Box,Books,size,478.92
PD_21004534,National,Home Appliance,analysis,435.5
PD_21004535,Reduce,Fitness,home,35.07
PD_21004536,Benefit,Electronics,argue,264.78
PD_21004537,I,Fitness,down,280.42
PD_21004538,Process,Books,hold,85.43
PD_21004539,Property,Books,sea,495.83
PD_21004540,Human,Home Appliance,couple,379.55
PD_21004541,Wonder,Electronics,thing,248.45
PD_21004542,Within,Home Appliance,reality,323.27
PD_21004543,Need,Fitness,order,218.6
PD_21004544,Western,Books,heart,434.54
PD_21004545,They,Fitness,week,140.17
PD_21004546,Simple,Fitness,summer,235.5
PD_21004547,Design,Electronics,enjoy,342.51
PD_21004548,Participant,Home Appliance,win,360.49
PD_21004549,Window,Home Appliance,also,47.4
PD_21004550,Them,Electronics,minute,249.5
PD_21004551,Whether,Books,draw,72.92
PD_21004552,Strategy,Books,clear,100.57
PD_21004553,Race,Home Appliance,before,417.99
PD_21004554,Long,Fashion,kind,270.4
PD_21004555,Interview,Fitness,collection,275.13
PD_21004556,Mr,Fashion,item,120.96
PD_21004557,Chair,Electronics,get,329.01
PD_21004558,Eat,Fitness,fall,410.84
PD_21004559,Memory,Books,audience,261.11
PD_21004560,Ok,Fitness,provide,376.76
PD_21004561,Probably,Books,agree,65.25
PD_21004562,Court,Books,admit,256.17
PD_21004563,Democrat,Fashion,executive,248.56
PD_21004564,Street,Books,collection,229.49
PD_21004565,If,Books,table,321.76
PD_21004566,Whole,Fashion,them,161.12
PD_21004567,Door,Fitness,necessary,280.89
PD_21004568,Nation,Home Appliance,my,183.36
PD_21004569,Over,Fashion,range,448.36
PD_21004570,Read,Home Appliance,month,456.84
PD_21004571,Job,Home Appliance,stop,76.02
PD_21004572,Resource,Fitness,natural,334.38
PD_21004573,Sea,Home Appliance,today,27.13
PD_21004574,Act,Electronics,morning,87.97
PD_21004575,Nor,Fashion,instead,11.53
PD_21004576,Be,Fitness,finally,379.51
PD_21004577,Work,Electronics,few,132.55
PD_21004578,Range,Fashion,environment,421.28
PD_21004579,Class,Home Appliance,over,483.0
PD_21004580,Hold,Home Appliance,or,307.81
PD_21004581,Risk,Fitness,western,94.4
PD_21004582,Dark,Fashion,writer,136.9
PD_21004583,Southern,Fitness,physical,459.94
PD_21004584,Least,Home Appliance,interesting,452.75
PD_21004585,Bag,Fashion,school,65.21
PD_21004586,Deep,Electronics,often,76.61
PD_21004587,,Electronics,nature,451.35
PD_21004588,Reduce,Fitness,mouth,114.97
PD_21004589,A,Fashion,training,276.79
PD_21004590,Claim,Fitness,particularly,123.9
PD_21004591,Authority,Fashion,step,100.21
PD_21004592,Lead,Electronics,between,214.96
PD_21004593,Player,Electronics,good,36.2
PD_21004594,By,Home Appliance,by,19.82
PD_21004595,Radio,Books,event,63.79
PD_21004596,Church,Books,other,138.22
PD_21004597,Task,Books,area,210.22
PD_21004598,Identify,Books,thousand,448.65
PD_21004599,Laugh,Electronics,figure,329.66
PD_21004600,Cut,Electronics,trouble,46.97
PD_21004601,Class,Electronics,reach,102.11
PD_21004602,Teach,Fashion,discussion,54.7
PD_21004603,Yet,Fitness,leg,388.67
PD_21004604,Not,Fitness,each,229.02
PD_21004605,Can,Books,more,59.45
PD_21004606,Prevent,Fitness,movement,76.37
PD_21004607,Cause,Home Appliance,cause,238.75
PD_21004608,Indeed,Electronics,medical,216.28
PD_21004609,Until,Fashion,expect,492.41
PD_21004610,Field,Books,discuss,89.12
PD_21004611,Fill,Home Appliance,control,307.72
PD_21004612,Whom,Fashion,station,219.21
PD_21004613,Mean,Home Appliance,chance,93.44
PD_21004614,Front,Fashion,mouth,472.12
PD_21004615,Week,Home Appliance,per,267.38
PD_21004616,Any,Fitness,trade,19.85
PD_21004617,Stand,Home Appliance,class,168.83
PD_21004618,Personal,Home Appliance,institution,428.21
PD_21004619,Show,Fashion,seat,273.93
PD_21004620,Unit,Fitness,wife,321.98
PD_21004621,Speak,Fashion,card,82.75
PD_21004622,Win,Fitness,always,381.85
PD_21004623,Work,Books,go,488.65
PD_21004624,Popular,Books,military,326.77
PD_21004625,Walk,Fitness,about,172.7
PD_21004626,Long,Books,fight,188.44
PD_21004627,Mention,Books,fight,16.32
PD_21004628,Middle,Fashion,meeting,231.42
PD_21004629,Eye,Books,outside,472.36
PD_21004630,Administration,Fashion,happy,464.71
PD_21004631,Prove,Electronics,deal,420.69
PD_21004632,Prepare,Electronics,star,129.26
PD_21004633,Too,Books,president,399.58
PD_21004634,Skill,Home Appliance,experience,277.65
PD_21004635,Big,Home Appliance,early,254.07
PD_21004636,Consider,Fitness,live,70.62
PD_21004637,Talk,Books,between,311.49
PD_21004638,Civil,Home Appliance,claim,298.55
PD_21004639,She,Home Appliance,eye,212.64
PD_21004640,Late,Electronics,including,495.02
PD_21004641,Page,Fitness,forget,280.06
PD_21004642,Grow,Books,land,390.06
PD_21004643,Minute,Fitness,piece,237.38
PD_21004644,Sometimes,Electronics,safe,434.11
PD_21004645,Hair,Fashion,message,185.41
PD_21004646,Home,Fitness,research,178.95
PD_21004647,Technology,Home Appliance,only,25.62
PD_21004648,Prevent,Fitness,account,315.39
PD_21004649,Something,Fashion,maintain,302.15
PD_21004650,Simple,Books,group,316.45
PD_21004651,Suffer,Fashion,manage,322.43
PD_21004652,Bit,Home Appliance,receive,208.01
PD_21004653,Education,Home Appliance,others,404.17
PD_21004654,Huge,Fitness,half,280.22
PD_21004655,Business,Books,return,449.18
PD_21004656,East,Fashion,summer,166.86
PD_21004657,Time,Home Appliance,group,197.38
PD_21004658,Back,Fitness,special,32.61
PD_21004659,Add,Fitness,land,301.9
PD_21004660,According,Home Appliance,poor,470.93
PD_21004661,Major,Books,store,367.55
PD_21004662,Forward,Fashion,pass,229.94
PD_21004663,Animal,Fitness,what,316.07
PD_21004664,Since,Fashion,sister,45.99
PD_21004665,Commercial,Home Appliance,everyone,138.3
PD_21004666,Subject,Fitness,evening,178.81
PD_21004667,Detail,Fashion,political,98.5
PD_21004668,Federal,Fitness,town,326.08
PD_21004669,Become,Books,degree,274.77
PD_21004670,Amount,Books,issue,222.56
PD_21004671,Class,Fashion,series,372.87
PD_21004672,Here,Home Appliance,prove,92.88
PD_21004673,Practice,Home Appliance,alone,45.91
PD_21004674,Modern,Home Appliance,him,247.93
PD_21004675,Black,Fashion,team,14.36
PD_21004676,Republican,Electronics,health,273.85
PD_21004677,Smile,Electronics,challenge,404.89
PD_21004678,Standard,Home Appliance,former,121.42
PD_21004679,Clearly,Fashion,value,156.04
PD_21004680,Fire,Electronics,face,212.19
PD_21004681,Back,Electronics,ok,349.18
PD_21004682,Officer,Books,never,161.33
PD_21004683,Health,Books,entire,434.75
PD_21004684,Them,Fashion,against,194.27
PD_21004685,Drive,Fitness,meeting,45.14
PD_21004686,Sit,Fashion,true,386.33
PD_21004687,Meet,Fashion,stop,129.37
PD_21004688,Significant,Books,away,286.04
PD_21004689,Analysis,Electronics,feeling,428.92
PD_21004690,Picture,Fitness,decade,43.5
PD_21004691,Environmental,Fashion,state,465.81
PD_21004692,Change,Fashion,Mrs,334.97
PD_21004693,Significant,Electronics,federal,158.38
PD_21004694,Agent,Electronics,off,220.15
PD_21004695,Final,Electronics,two,205.74
PD_21004696,Such,Home Appliance,conference,54.47
PD_21004697,Education,Fashion,answer,187.03
PD_21004698,Spring,Electronics,black,23.92
PD_21004699,Sing,Books,simply,383.68
PD_21004700,Real,Fashion,sense,120.33
PD_21004701,Inside,Fitness,move,117.5
PD_21004702,Often,Fitness,election,275.12
PD_21004703,Friend,Fitness,performance,114.3
