Tr_ID,Or_ID,Transaction_Mode,Tran_Status
TR_41005595,OR_31001728,Net Banking,Failed
TR_41005596,OR_31004441,UPI,Failed
TR_41005597,OR_31004934,UPI,Failed
TR_41005598,OR_31006446,UPI,Failed
TR_41005599,OR_31004698,Wallet,Successful
TR_41005600,OR_31000253,Net Banking,Successful
TR_41005601,OR_31008489,Credit Card,Successful
TR_41005602,OR_31005977,Credit Card,Failed
TR_41005603,OR_31001155,UPI,Failed
TR_41005604,OR_31008332,UPI,Failed
TR_41005605,OR_31002953,Debit Card,Successful
TR_41005606,OR_31006397,Debit Card,Failed
TR_41005607,OR_31008800,Wallet,Failed
TR_41005608,OR_31006277,UPI,Successful
TR_41005609,OR_31001476,Credit Card,Failed
TR_41005610,OR_31008887,UPI,Failed
TR_41005611,OR_31009654,Net Banking,Failed
TR_41005612,OR_31007066,Debit Card,Successful
TR_41005613,OR_31004940,UPI,Failed
TR_41005614,OR_31002437,Net Banking,Successful
TR_41005615,OR_31007792,Net Banking,Successful
TR_41005616,OR_31000826,Credit Card,Failed
TR_41005617,OR_31000477,Wallet,Successful
TR_41005618,OR_31002020,Net Banking,Successful
TR_41005619,OR_31002273,UPI,Failed
TR_41005620,OR_31002986,Debit Card,Failed
TR_41005621,OR_31000130,Credit Card,Failed
TR_41005622,OR_31005335,Credit Card,Failed
TR_41005623,OR_31006069,Credit Card,Successful
TR_41005624,OR_31004129,UPI,Successful
TR_41005625,OR_31008470,Net Banking,Successful
TR_41005626,OR_31004391,Net Banking,Failed
TR_41005627,OR_31003677,Debit Card,Successful
TR_41005628,OR_31001387,Wallet,Failed
TR_41005629,OR_31002780,Net Banking,Successful
TR_41005630,OR_31008118,Wallet,Failed
TR_41005631,OR_31005606,Credit Card,Failed
TR_41005632,OR_31007812,UPI,Successful
TR_41005633,OR_31006722,Debit Card,Successful
TR_41005634,OR_31005793,Debit Card,Successful
TR_41005635,OR_31005370,Credit Card,Successful
TR_41005636,OR_31002928,Net Banking,Failed
TR_41005637,OR_31008848,Credit Card,Successful
TR_41005638,OR_31002308,Credit Card,Failed
TR_41005639,OR_31002900,Debit Card,Successful
TR_41005640,OR_31004799,Debit Card,Failed
TR_41005641,OR_31009720,Wallet,Failed
TR_41005642,OR_31000089,UPI,Successful
TR_41005643,OR_31009252,Wallet,Successful
TR_41005644,OR_31002733,Wallet,Failed
TR_41005645,OR_31001437,Wallet,Failed
TR_41005646,OR_31006316,Wallet,Successful
TR_41005647,OR_31006433,Credit Card,Failed
TR_41005648,OR_31003767,Credit Card,Successful
TR_41005649,OR_31006872,Wallet,Failed
TR_41005650,OR_31007587,Net Banking,Successful
TR_41005651,OR_31008112,UPI,Failed
TR_41005652,OR_31002658,Credit Card,Successful
TR_41005653,OR_31001789,UPI,Successful
TR_41005654,OR_31000054,Wallet,Successful
TR_41005655,OR_31008674,UPI,Failed
TR_41005656,OR_31006025,Net Banking,Failed
TR_41005657,OR_31000077,Credit Card,Successful
TR_41005658,OR_31003466,Net Banking,Failed
TR_41005659,OR_31000692,Debit Card,Successful
TR_41005660,OR_31008199,Wallet,Successful
TR_41005661,OR_31001186,Debit Card,Successful
TR_41005662,OR_31006818,UPI,Failed
TR_41005663,OR_31001426,Credit Card,Failed
TR_41005664,OR_31001099,UPI,Successful
TR_41005665,OR_31001259,Debit Card,Failed
TR_41005666,OR_31003352,UPI,Successful
TR_41005667,OR_31009902,Net Banking,Failed
TR_41005668,OR_31008505,Credit Card,Successful
TR_41005669,OR_31009368,Net Banking,Failed
TR_41005670,OR_31005806,Debit Card,Failed
TR_41005671,OR_31009502,UPI,Failed
TR_41005672,OR_31004949,Debit Card,Successful
TR_41005673,OR_31009865,Net Banking,Successful
TR_41005674,OR_31005319,Net Banking,Failed
TR_41005675,OR_31009080,Credit Card,Successful
TR_41005676,OR_31000750,Net Banking,Successful
TR_41005677,OR_31007217,Debit Card,Failed
TR_41005678,OR_31000099,Debit Card,Failed
TR_41005679,OR_31002676,Wallet,Successful
TR_41005680,OR_31008012,Net Banking,Successful
TR_41005681,OR_31005270,Wallet,Failed
TR_41005682,OR_31006372,Net Banking,Successful
TR_41005683,OR_31003977,Net Banking,Failed
TR_41005684,OR_31008328,Wallet,Successful
TR_41005685,OR_31008930,Credit Card,Failed
TR_41005686,OR_31003178,Debit Card,Successful
TR_41005687,OR_31009151,Net Banking,Failed
TR_41005688,OR_31006417,Credit Card,Successful
TR_41005689,OR_31008862,Net Banking,Successful
TR_41005690,OR_31001818,Net Banking,Failed
TR_41005691,OR_31009719,Wallet,Successful
TR_41005692,OR_31001157,Debit Card,Successful
TR_41005693,OR_31002684,Credit Card,Failed
TR_41005694,OR_31007825,Debit Card,Failed
TR_41005695,OR_31003040,UPI,Successful
TR_41005696,OR_31004622,Debit Card,Failed
TR_41005697,OR_31000205,Wallet,Successful
TR_41005698,OR_31001519,Net Banking,Failed
TR_41005699,OR_31005100,Net Banking,Failed
TR_41005700,OR_31000442,Wallet,Successful
TR_41005701,OR_31004652,UPI,Failed
TR_41005702,OR_31004002,Wallet,Failed
TR_41005703,OR_31005682,Credit Card,Successful
TR_41005704,OR_31001305,Wallet,Successful
TR_41005705,OR_31000339,Debit Card,Successful
TR_41005706,OR_31005322,Debit Card,Failed
TR_41005707,OR_31003880,Credit Card,Successful
TR_41005708,OR_31003886,UPI,Successful
TR_41005709,OR_31007765,Credit Card,Failed
TR_41005710,OR_31009414,Wallet,Successful
TR_41005711,OR_31009009,Wallet,Failed
TR_41005712,OR_31000786,Debit Card,Successful
TR_41005713,OR_31000799,UPI,Failed
TR_41005714,OR_31003011,Debit Card,Failed
TR_41005715,OR_31009681,Net Banking,Successful
TR_41005716,OR_31008167,Net Banking,Failed
TR_41005717,OR_31005045,Credit Card,Successful
TR_41005718,OR_31003855,Credit Card,Failed
TR_41005719,OR_31002111,Credit Card,Failed
TR_41005720,OR_31000403,Credit Card,Successful
TR_41005721,OR_31002685,Wallet,Failed
TR_41005722,OR_31007359,UPI,Failed
TR_41005723,OR_31009278,Wallet,Failed
TR_41005724,OR_31003000,Net Banking,Successful
TR_41005725,OR_31004517,Debit Card,Successful
TR_41005726,OR_31004195,Credit Card,Failed
TR_41005727,OR_31002527,Net Banking,Failed
TR_41005728,OR_31009459,Net Banking,Failed
TR_41005729,OR_31002553,Debit Card,Failed
TR_41005730,OR_31001523,Wallet,Successful
TR_41005731,OR_31003939,Debit Card,Successful
TR_41005732,OR_31002950,Wallet,Failed
TR_41005733,OR_31001317,Wallet,Successful
TR_41005734,OR_31008419,UPI,Failed
TR_41005735,OR_31004359,Wallet,Failed
TR_41005736,OR_31002586,Net Banking,Successful
TR_41005737,OR_31002757,UPI,Failed
TR_41005738,OR_31009413,Wallet,Failed
TR_41005739,OR_31007411,Wallet,Failed
TR_41005740,OR_31001321,Wallet,Successful
TR_41005741,OR_31009518,Credit Card,Successful
TR_41005742,OR_31006093,Wallet,Failed
TR_41005743,OR_31005134,Debit Card,Successful
TR_41005744,OR_31002342,Credit Card,Failed
TR_41005745,OR_31004543,Credit Card,Successful
TR_41005746,OR_31006282,Debit Card,Failed
TR_41005747,OR_31004266,Wallet,Successful
TR_41005748,OR_31002059,Wallet,Failed
TR_41005749,OR_31002506,Net Banking,Successful
TR_41005750,OR_31000511,Wallet,Failed
TR_41005751,OR_31000842,Debit Card,Failed
TR_41005752,OR_31006597,Debit Card,Failed
TR_41005753,OR_31009303,UPI,Failed
TR_41005754,OR_31004507,UPI,Successful
TR_41005755,OR_31002773,Wallet,Successful
TR_41005756,OR_31009735,Wallet,Successful
TR_41005757,OR_31003974,Credit Card,Failed
TR_41005758,OR_31004256,Wallet,Failed
TR_41005759,OR_31003776,Credit Card,Failed
TR_41005760,OR_31001161,UPI,Successful
TR_41005761,OR_31005322,Wallet,Successful
TR_41005762,OR_31002655,Debit Card,Successful
TR_41005763,OR_31005784,UPI,Successful
TR_41005764,OR_31005927,Credit Card,Successful
TR_41005765,OR_31007582,Debit Card,Failed
TR_41005766,OR_31004984,Net Banking,Failed
TR_41005767,OR_31001541,Debit Card,Successful
TR_41005768,OR_31005596,UPI,Failed
TR_41005769,OR_31002585,UPI,Successful
TR_41005770,OR_31001344,UPI,Failed
TR_41005771,OR_31004911,Debit Card,Successful
TR_41005772,OR_31008531,Net Banking,Failed
TR_41005773,OR_31006257,Credit Card,Failed
TR_41005774,OR_31008210,UPI,Failed
TR_41005775,OR_31006109,Credit Card,Successful
TR_41005776,OR_31002856,Debit Card,Successful
TR_41005777,OR_31002184,Debit Card,Successful
TR_41005778,OR_31006721,Credit Card,Successful
TR_41005779,OR_31007850,Debit Card,Failed
TR_41005780,OR_31007865,Net Banking,Failed
TR_41005781,OR_31002451,Debit Card,Successful
TR_41005782,OR_31006665,Wallet,Successful
TR_41005783,OR_31001402,Debit Card,Failed
TR_41005784,OR_31004427,Debit Card,Failed
TR_41005785,OR_31002556,Credit Card,Failed
TR_41005786,OR_31009990,UPI,Successful
TR_41005787,OR_31001077,Net Banking,Successful
TR_41005788,OR_31008388,Credit Card,Successful
TR_41005789,OR_31000712,Net Banking,Failed
TR_41005790,OR_31001076,Wallet,Failed
TR_41005791,OR_31005924,UPI,Successful
TR_41005792,OR_31004357,UPI,Successful
TR_41005793,OR_31004827,UPI,Failed
TR_41005794,OR_31004211,UPI,Successful
TR_41005795,OR_31005453,Net Banking,Failed
TR_41005796,OR_31002764,UPI,Successful
TR_41005797,OR_31007419,Net Banking,Failed
TR_41005798,OR_31001855,UPI,Failed
TR_41005799,OR_31002503,Credit Card,Successful
TR_41005800,OR_31009061,Debit Card,Failed
TR_41005801,OR_31007620,Wallet,Failed
TR_41005802,OR_31000715,Net Banking,Successful
TR_41005803,OR_31009893,Net Banking,Failed
TR_41005804,OR_31003189,UPI,Failed
TR_41005805,OR_31003567,Net Banking,Failed
TR_41005806,OR_31000145,Credit Card,Failed
TR_41005807,OR_31008211,Net Banking,Successful
TR_41005808,OR_31006911,Credit Card,Failed
TR_41005809,OR_31002921,Debit Card,Failed
TR_41005810,OR_31005726,Debit Card,Successful
TR_41005811,OR_31000109,UPI,Failed
TR_41005812,OR_31009486,UPI,Failed
TR_41005813,OR_31008888,Wallet,Successful
TR_41005814,OR_31009533,Wallet,Successful
TR_41005815,OR_31000143,Debit Card,Failed
TR_41005816,OR_31000819,Credit Card,Successful
TR_41005817,OR_31001688,Credit Card,Failed
TR_41005818,OR_31003102,Wallet,Failed
TR_41005819,OR_31004639,UPI,Failed
TR_41005820,OR_31009421,Net Banking,Failed
TR_41005821,OR_31002107,Debit Card,Successful
TR_41005822,OR_31001416,Net Banking,Failed
TR_41005823,OR_31001052,Credit Card,Successful
TR_41005824,OR_31007228,UPI,Successful
TR_41005825,OR_31000898,Wallet,Failed
TR_41005826,OR_31001994,Net Banking,Failed
TR_41005827,OR_31003564,Debit Card,Failed
TR_41005828,OR_31009332,Credit Card,Failed
TR_41005829,OR_31009250,Wallet,Successful
TR_41005830,OR_31007948,Wallet,Successful
TR_41005831,OR_31008704,Debit Card,Failed
TR_41005832,OR_31001461,Credit Card,Successful
TR_41005833,OR_31008030,Wallet,Successful
TR_41005834,OR_31003886,Wallet,Failed
TR_41005835,OR_31008833,Debit Card,Failed
TR_41005836,OR_31004902,UPI,Successful
TR_41005837,OR_31003722,Net Banking,Failed
TR_41005838,OR_31007755,Credit Card,Successful
TR_41005839,OR_31002135,Credit Card,Failed
TR_41005840,OR_31006729,UPI,Failed
TR_41005841,OR_31007529,UPI,Failed
TR_41005842,OR_31001173,UPI,Successful
TR_41005843,OR_31004917,Net Banking,Successful
TR_41005844,OR_31009443,Credit Card,Failed
TR_41005845,OR_31008994,Net Banking,Successful
TR_41005846,OR_31002610,Debit Card,Failed
TR_41005847,OR_31005896,Credit Card,Successful
TR_41005848,OR_31001297,Credit Card,Successful
TR_41005849,OR_31000707,Wallet,Successful
TR_41005850,OR_31006107,Credit Card,Successful
TR_41005851,OR_31007222,Wallet,Failed
TR_41005852,OR_31005165,Credit Card,Successful
TR_41005853,OR_31009748,Debit Card,Successful
TR_41005854,OR_31009787,Debit Card,Failed
TR_41005855,OR_31004280,UPI,Failed
TR_41005856,OR_31003024,Net Banking,Failed
TR_41005857,OR_31003047,Wallet,Successful
TR_41005858,OR_31006685,Debit Card,Failed
TR_41005859,OR_31002258,Net Banking,Failed
TR_41005860,OR_31004555,Credit Card,Failed
TR_41005861,OR_31000864,Debit Card,Successful
TR_41005862,OR_31003783,UPI,Failed
TR_41005863,OR_31006389,Debit Card,Failed
TR_41005864,OR_31002656,Credit Card,Successful
TR_41005865,OR_31000666,Wallet,Failed
TR_41005866,OR_31001812,Net Banking,Failed
TR_41005867,OR_31001048,Debit Card,Successful
TR_41005868,OR_31008408,UPI,Failed
TR_41005869,OR_31000314,Net Banking,Successful
TR_41005870,OR_31000280,Debit Card,Failed
TR_41005871,OR_31000431,Credit Card,Failed
TR_41005872,OR_31007271,Debit Card,Failed
TR_41005873,OR_31006494,UPI,Successful
TR_41005874,OR_31009076,UPI,Failed
TR_41005875,OR_31004663,Wallet,Failed
TR_41005876,OR_31007144,UPI,Successful
TR_41005877,OR_31002111,Wallet,Failed
TR_41005878,OR_31001457,Wallet,Successful
TR_41005879,OR_31007605,Debit Card,Failed
TR_41005880,OR_31004326,Credit Card,Failed
TR_41005881,OR_31006279,UPI,Failed
TR_41005882,OR_31002716,Debit Card,Failed
TR_41005883,OR_31000367,UPI,Successful
TR_41005884,OR_31006997,UPI,Successful
TR_41005885,OR_31005741,Wallet,Successful
TR_41005886,OR_31009362,Net Banking,Successful
TR_41005887,OR_31006815,Credit Card,Failed
TR_41005888,OR_31002310,Debit Card,Successful
TR_41005889,OR_31006653,Wallet,Successful
TR_41005890,OR_31009920,Wallet,Failed
TR_41005891,OR_31003038,Credit Card,Failed
TR_41005892,OR_31004160,Net Banking,Failed
TR_41005893,OR_31000052,Wallet,Failed
TR_41005894,OR_31005110,UPI,Failed
TR_41005895,OR_31001513,UPI,Successful
TR_41005896,OR_31002697,Wallet,Failed
TR_41005897,OR_31009230,UPI,Successful
TR_41005898,OR_31002902,Credit Card,Failed
TR_41005899,OR_31001838,Credit Card,Failed
TR_41005900,OR_31000489,UPI,Failed
TR_41005901,OR_31002624,Wallet,Successful
TR_41005902,OR_31008280,Credit Card,Failed
TR_41005903,OR_31006423,Net Banking,Failed
TR_41005904,OR_31001569,Net Banking,Failed
TR_41005905,OR_31009610,Net Banking,Failed
TR_41005906,OR_31003194,UPI,Successful
TR_41005907,OR_31003456,UPI,Successful
TR_41005908,OR_31007127,Net Banking,Successful
TR_41005909,OR_31003073,Wallet,Failed
TR_41005910,OR_31009287,UPI,Failed
TR_41005911,OR_31005088,Credit Card,Failed
TR_41005912,OR_31006741,Debit Card,Successful
TR_41005913,OR_31008265,Net Banking,Successful
TR_41005914,OR_31005563,Credit Card,Failed
TR_41005915,OR_31007014,UPI,Successful
TR_41005916,OR_31006843,Wallet,Failed
TR_41005917,OR_31006422,Credit Card,Successful
TR_41005918,OR_31003147,UPI,Successful
TR_41005919,OR_31002514,Debit Card,Successful
TR_41005920,OR_31005099,UPI,Failed
TR_41005921,OR_31004623,Net Banking,Successful
TR_41005922,OR_31009363,Wallet,Failed
TR_41005923,OR_31001647,Debit Card,Failed
TR_41005924,OR_31003152,Net Banking,Successful
TR_41005925,OR_31001788,Credit Card,Successful
TR_41005926,OR_31005139,Wallet,Successful
TR_41005927,OR_31009161,Credit Card,Failed
TR_41005928,OR_31005264,UPI,Successful
TR_41005929,OR_31007701,Credit Card,Failed
TR_41005930,OR_31009777,Net Banking,Successful
TR_41005931,OR_31005832,Credit Card,Failed
TR_41005932,OR_31007439,Net Banking,Failed
TR_41005933,OR_31007966,UPI,Successful
TR_41005934,OR_31008561,Wallet,Successful
TR_41005935,OR_31003270,Net Banking,Failed
TR_41005936,OR_31005901,Debit Card,Successful
TR_41005937,OR_31004541,Net Banking,Successful
TR_41005938,OR_31004597,UPI,Successful
TR_41005939,OR_31008691,Net Banking,Successful
TR_41005940,OR_31008832,Credit Card,Successful
TR_41005941,OR_31004752,Net Banking,Successful
TR_41005942,OR_31005512,UPI,Failed
TR_41005943,OR_31002671,Credit Card,Failed
TR_41005944,OR_31009162,Debit Card,Successful
TR_41005945,OR_31009187,Debit Card,Failed
TR_41005946,OR_31006258,Debit Card,Successful
TR_41005947,OR_31001869,Net Banking,Failed
TR_41005948,OR_31007333,Wallet,Failed
TR_41005949,OR_31000612,Wallet,Failed
TR_41005950,OR_31000519,Net Banking,Successful
TR_41005951,OR_31005001,Net Banking,Failed
TR_41005952,OR_31004839,Net Banking,Failed
TR_41005953,OR_31001466,Credit Card,Failed
TR_41005954,OR_31003286,Debit Card,Successful
TR_41005955,OR_31008757,Net Banking,Successful
TR_41005956,OR_31006967,Debit Card,Failed
TR_41005957,OR_31008933,Net Banking,Failed
TR_41005958,OR_31001566,Credit Card,Failed
TR_41005959,OR_31000328,Wallet,Successful
TR_41005960,OR_31007854,Credit Card,Successful
TR_41005961,OR_31002094,Credit Card,Failed
TR_41005962,OR_31007279,Debit Card,Successful
TR_41005963,OR_31003178,UPI,Successful
TR_41005964,OR_31007452,UPI,Failed
TR_41005965,OR_31002660,UPI,Successful
TR_41005966,OR_31002454,Wallet,Successful
TR_41005967,OR_31007052,Credit Card,Failed
TR_41005968,OR_31004527,Credit Card,Successful
TR_41005969,OR_31003173,Debit Card,Failed
TR_41005970,OR_31002437,Debit Card,Successful
TR_41005971,OR_31006056,Net Banking,Failed
TR_41005972,OR_31002967,Credit Card,Failed
TR_41005973,OR_31000214,Net Banking,Successful
TR_41005974,OR_31001077,Net Banking,Successful
TR_41005975,OR_31000422,Net Banking,Failed
TR_41005976,OR_31006933,UPI,Successful
TR_41005977,OR_31008861,Credit Card,Successful
TR_41005978,OR_31003638,Wallet,Successful
TR_41005979,OR_31007467,UPI,Failed
TR_41005980,OR_31006106,Net Banking,Successful
TR_41005981,OR_31003876,Debit Card,Failed
TR_41005982,OR_31005121,Debit Card,Successful
TR_41005983,OR_31000133,UPI,Successful
TR_41005984,OR_31002649,Net Banking,Failed
TR_41005985,OR_31008824,Debit Card,Successful
TR_41005986,OR_31000351,Net Banking,Failed
TR_41005987,OR_31005441,Credit Card,Successful
TR_41005988,OR_31009470,Debit Card,Failed
TR_41005989,OR_31002854,Wallet,Failed
TR_41005990,OR_31002313,Net Banking,Failed
TR_41005991,OR_31009227,Credit Card,Failed
TR_41005992,OR_31009972,Net Banking,Successful
TR_41005993,OR_31007231,UPI,Failed
TR_41005994,OR_31008698,Net Banking,Successful
TR_41005995,OR_31004020,Debit Card,Successful
TR_41005996,OR_31008085,Credit Card,Failed
TR_41005997,OR_31006998,Wallet,Failed
TR_41005998,OR_31002367,Wallet,Failed
TR_41005999,OR_31002059,Wallet,Failed
TR_41006000,OR_31009764,Net Banking,Failed
TR_41006001,OR_31002811,Credit Card,Failed
TR_41006002,OR_31008544,UPI,Successful
TR_41006003,OR_31003343,Net Banking,Failed
TR_41006004,OR_31005687,UPI,Failed
TR_41006005,OR_31004178,Wallet,Successful
TR_41006006,OR_31002668,Debit Card,Successful
TR_41006007,OR_31009264,Net Banking,Successful
TR_41006008,OR_31004717,UPI,Failed
TR_41006009,OR_31007298,Debit Card,Failed
TR_41006010,OR_31007849,UPI,Failed
TR_41006011,OR_31005244,UPI,Successful
TR_41006012,OR_31008952,Debit Card,Successful
TR_41006013,OR_31002558,Net Banking,Failed
TR_41006014,OR_31003821,Debit Card,Successful
TR_41006015,OR_31007411,Wallet,Failed
TR_41006016,OR_31005173,Net Banking,Successful
TR_41006017,OR_31005062,Credit Card,Failed
TR_41006018,OR_31004536,UPI,Failed
TR_41006019,OR_31009657,Net Banking,Failed
TR_41006020,OR_31000888,Net Banking,Failed
TR_41006021,OR_31000938,UPI,Failed
TR_41006022,OR_31003519,Wallet,Successful
TR_41006023,OR_31009789,Wallet,Successful
TR_41006024,OR_31008619,UPI,Failed
TR_41006025,OR_31009572,Credit Card,Successful
TR_41006026,OR_31005602,Debit Card,Successful
TR_41006027,OR_31004142,Credit Card,Failed
TR_41006028,OR_31003022,Debit Card,Successful
TR_41006029,OR_31000020,UPI,Successful
TR_41006030,OR_31006490,Wallet,Failed
TR_41006031,OR_31002037,UPI,Successful
TR_41006032,OR_31001601,Net Banking,Failed
TR_41006033,OR_31004690,Credit Card,Failed
TR_41006034,OR_31004422,Net Banking,Successful
TR_41006035,OR_31000472,Credit Card,Successful
TR_41006036,OR_31008232,UPI,Failed
TR_41006037,OR_31006900,Net Banking,Successful
TR_41006038,OR_31008980,Net Banking,Failed
TR_41006039,OR_31007570,Net Banking,Failed
TR_41006040,OR_31004046,Wallet,Failed
TR_41006041,OR_31000028,Net Banking,Failed
TR_41006042,OR_31000950,UPI,Failed
TR_41006043,OR_31004666,Net Banking,Successful
TR_41006044,OR_31007567,Net Banking,Successful
TR_41006045,OR_31004894,UPI,Successful
TR_41006046,OR_31007566,Credit Card,Failed
TR_41006047,OR_31009154,Net Banking,Failed
TR_41006048,OR_31003947,Debit Card,Successful
TR_41006049,OR_31004555,Net Banking,Failed
TR_41006050,OR_31009467,Net Banking,Successful
TR_41006051,OR_31003730,Wallet,Successful
TR_41006052,OR_31002441,Credit Card,Failed
TR_41006053,OR_31009496,UPI,Successful
TR_41006054,OR_31000332,Credit Card,Successful
TR_41006055,OR_31008981,Wallet,Failed
TR_41006056,OR_31003659,Debit Card,Successful
TR_41006057,OR_31004525,Wallet,Successful
TR_41006058,OR_31003321,Net Banking,Successful
TR_41006059,OR_31006079,Wallet,Successful
TR_41006060,OR_31005495,UPI,Failed
TR_41006061,OR_31005175,UPI,Successful
TR_41006062,OR_31004288,UPI,Failed
TR_41006063,OR_31003716,Credit Card,Failed
TR_41006064,OR_31006019,Wallet,Failed
TR_41006065,OR_31005194,Credit Card,Failed
TR_41006066,OR_31002268,Debit Card,Successful
TR_41006067,OR_31006949,Net Banking,Failed
TR_41006068,OR_31005335,Net Banking,Successful
TR_41006069,OR_31003428,Net Banking,Successful
TR_41006070,OR_31002371,Net Banking,Successful
TR_41006071,OR_31004647,Net Banking,Successful
TR_41006072,OR_31000133,Credit Card,Failed
TR_41006073,OR_31005723,Wallet,Failed
TR_41006074,OR_31005909,Wallet,Failed
TR_41006075,OR_31003024,UPI,Successful
TR_41006076,OR_31001679,Credit Card,Successful
TR_41006077,OR_31002570,Wallet,Successful
TR_41006078,OR_31004063,Wallet,Successful
TR_41006079,OR_31007935,UPI,Failed
TR_41006080,OR_31000141,UPI,Successful
TR_41006081,OR_31004809,Net Banking,Failed
TR_41006082,OR_31006814,Wallet,Failed
TR_41006083,OR_31001545,Wallet,Successful
TR_41006084,OR_31006219,UPI,Successful
TR_41006085,OR_31008772,Credit Card,Failed
TR_41006086,OR_31007579,Debit Card,Successful
TR_41006087,OR_31004964,Net Banking,Successful
TR_41006088,OR_31008850,Wallet,Successful
TR_41006089,OR_31007739,Wallet,Successful
TR_41006090,OR_31001386,UPI,Successful
TR_41006091,OR_31001570,UPI,Successful
TR_41006092,OR_31001999,Debit Card,Successful
TR_41006093,OR_31000741,Wallet,Failed
TR_41006094,OR_31007484,Credit Card,Successful
TR_41006095,OR_31000543,Wallet,Successful
TR_41006096,OR_31005869,UPI,Successful
TR_41006097,OR_31009628,Wallet,Successful
TR_41006098,OR_31004766,Credit Card,Failed
TR_41006099,OR_31008350,Wallet,Failed
TR_41006100,OR_31007188,Debit Card,Successful
TR_41006101,OR_31004106,Wallet,Successful
TR_41006102,OR_31006272,UPI,Successful
TR_41006103,OR_31005515,Debit Card,Failed
TR_41006104,OR_31004995,Debit Card,Successful
TR_41006105,OR_31007237,Credit Card,Successful
TR_41006106,OR_31000155,UPI,Failed
TR_41006107,OR_31007512,UPI,Successful
TR_41006108,OR_31007601,Net Banking,Successful
TR_41006109,OR_31008301,Credit Card,Failed
TR_41006110,OR_31006698,Net Banking,Failed
TR_41006111,OR_31004579,Net Banking,Failed
TR_41006112,OR_31002396,Wallet,Successful
TR_41006113,OR_31002787,Credit Card,Failed
TR_41006114,OR_31003497,Wallet,Failed
TR_41006115,OR_31009134,Net Banking,Successful
TR_41006116,OR_31005798,Credit Card,Failed
TR_41006117,OR_31006763,UPI,Failed
TR_41006118,OR_31000010,Wallet,Successful
TR_41006119,OR_31005497,Net Banking,Successful
TR_41006120,OR_31006800,Wallet,Failed
TR_41006121,OR_31007525,Credit Card,Successful
TR_41006122,OR_31007767,Net Banking,Failed
TR_41006123,OR_31004209,Net Banking,Failed
TR_41006124,OR_31006125,Net Banking,Failed
TR_41006125,OR_31001662,Debit Card,Failed
TR_41006126,OR_31006267,Debit Card,Failed
TR_41006127,OR_31004299,Net Banking,Successful
TR_41006128,OR_31005712,UPI,Successful
TR_41006129,OR_31006661,UPI,Failed
TR_41006130,OR_31005427,Net Banking,Failed
TR_41006131,OR_31004451,Debit Card,Failed
TR_41006132,OR_31009661,UPI,Successful
TR_41006133,OR_31007938,Debit Card,Failed
TR_41006134,OR_31007388,Net Banking,Successful
TR_41006135,OR_31000510,Wallet,Failed
TR_41006136,OR_31005799,Debit Card,Failed
TR_41006137,OR_31006232,Wallet,Failed
TR_41006138,OR_31000105,Net Banking,Failed
TR_41006139,OR_31008349,Credit Card,Successful
TR_41006140,OR_31005939,Net Banking,Successful
TR_41006141,OR_31009693,Wallet,Successful
TR_41006142,OR_31007823,Net Banking,Successful
TR_41006143,OR_31004414,Debit Card,Failed
TR_41006144,OR_31005912,Wallet,Failed
TR_41006145,OR_31005672,Wallet,Successful
TR_41006146,OR_31008237,UPI,Failed
TR_41006147,OR_31001653,Net Banking,Successful
TR_41006148,OR_31005176,UPI,Successful
TR_41006149,OR_31002454,Wallet,Successful
TR_41006150,OR_31002860,Credit Card,Failed
TR_41006151,OR_31006957,Credit Card,Failed
TR_41006152,OR_31002027,Credit Card,Successful
TR_41006153,OR_31002700,Wallet,Successful
TR_41006154,OR_31009821,UPI,Successful
TR_41006155,OR_31008869,Wallet,Failed
TR_41006156,OR_31006996,Debit Card,Successful
TR_41006157,OR_31008619,Net Banking,Failed
TR_41006158,OR_31001108,Debit Card,Failed
TR_41006159,OR_31006768,UPI,Successful
TR_41006160,OR_31002840,UPI,Failed
TR_41006161,OR_31007894,Credit Card,Failed
TR_41006162,OR_31009853,Net Banking,Successful
TR_41006163,OR_31002988,Wallet,Failed
TR_41006164,OR_31006309,Wallet,Failed
TR_41006165,OR_31002881,Debit Card,Successful
TR_41006166,OR_31003079,Debit Card,Failed
TR_41006167,OR_31000367,Debit Card,Failed
TR_41006168,OR_31001663,UPI,Failed
TR_41006169,OR_31006032,UPI,Successful
TR_41006170,OR_31005108,Net Banking,Successful
TR_41006171,OR_31002437,Wallet,Failed
TR_41006172,OR_31009782,Credit Card,Failed
TR_41006173,OR_31007740,Wallet,Successful
TR_41006174,OR_31007589,Net Banking,Failed
TR_41006175,OR_31000332,UPI,Successful
TR_41006176,OR_31005631,Wallet,Failed
TR_41006177,OR_31008857,Debit Card,Failed
TR_41006178,OR_31005844,Debit Card,Successful
TR_41006179,OR_31002754,Debit Card,Failed
TR_41006180,OR_31007400,Debit Card,Successful
TR_41006181,OR_31000299,Credit Card,Failed
TR_41006182,OR_31009947,Credit Card,Successful
TR_41006183,OR_31002373,Debit Card,Successful
TR_41006184,OR_31001819,UPI,Failed
TR_41006185,OR_31006845,Debit Card,Successful
TR_41006186,OR_31001915,UPI,Failed
TR_41006187,OR_31009540,Wallet,Successful
TR_41006188,OR_31000705,Debit Card,Successful
TR_41006189,OR_31008028,Credit Card,Successful
TR_41006190,OR_31003778,Debit Card,Failed
TR_41006191,OR_31005823,Net Banking,Failed
