SD_ID,C_ID,Plan_ID,From_Date,To_Date
SPD_201003961,CS_11002162,Pln_51000002,2023-10-09,2024-10-18
SPD_201003962,CS_11001179,Pln_51000002,2023-05-09,2024-10-08
SPD_201003963,CS_11005479,Pln_51000002,2024-10-13,2024-07-09
SPD_201003964,CS_11006846,Pln_51000001,2023-11-05,2025-08-26
SPD_201003965,CS_11000297,Pln_51000001,2024-11-15,2024-01-22
SPD_201003966,CS_11000993,Pln_51000001,2024-03-24,2025-05-26
SPD_201003967,CS_11001329,Pln_51000002,2024-09-12,2025-12-01
SPD_201003968,CS_11001021,Pln_51000003,2024-09-01,2025-10-13
SPD_201003969,CS_11008151,Pln_51000003,2023-08-23,2025-03-19
SPD_201003970,CS_11009797,Pln_51000002,2023-04-29,2024-05-01
SPD_201003971,CS_11000994,Pln_51000001,2023-04-18,2025-01-30
SPD_201003972,CS_11006166,Pln_51000002,2024-12-25,2025-10-19
SPD_201003973,CS_11008602,Pln_51000003,2023-12-24,2025-11-11
SPD_201003974,CS_11009180,Pln_51000003,2024-01-15,2024-11-13
SPD_201003975,CS_11005628,Pln_51000002,2023-01-06,2025-07-06
SPD_201003976,CS_11009248,Pln_51000002,2024-11-29,2025-07-04
SPD_201003977,CS_11007289,Pln_51000001,2023-10-11,2024-12-22
SPD_201003978,CS_11007879,Pln_51000002,2024-07-17,2025-09-16
SPD_201003979,CS_11003915,Pln_51000001,2024-11-11,2024-01-17
SPD_201003980,CS_11004415,Pln_51000003,2024-08-16,2025-05-04
SPD_201003981,CS_11002240,Pln_51000003,2024-08-28,2025-04-24
SPD_201003982,CS_11002404,Pln_51000001,2024-08-03,2024-07-30
SPD_201003983,CS_11001192,Pln_51000001,2024-04-22,2025-02-22
SPD_201003984,CS_11006051,Pln_51000002,2024-08-19,2024-06-06
SPD_201003985,CS_11003264,Pln_51000002,2023-07-07,2024-04-10
SPD_201003986,CS_11001961,Pln_51000003,2024-01-29,2025-02-18
SPD_201003987,CS_11004782,Pln_51000003,2023-08-09,2024-08-29
SPD_201003988,CS_11003434,Pln_51000002,2023-03-30,2025-04-25
SPD_201003989,CS_11009363,Pln_51000001,2024-10-04,2025-05-16
SPD_201003990,CS_11002174,Pln_51000003,2023-08-15,2025-02-27
SPD_201003991,CS_11001068,Pln_51000003,2024-08-10,2025-09-25
SPD_201003992,CS_11005350,Pln_51000002,2024-04-10,2024-10-17
SPD_201003993,CS_11009361,Pln_51000003,2023-06-20,2024-10-24
SPD_201003994,CS_11001294,Pln_51000001,2024-08-22,2025-09-17
SPD_201003995,CS_11000496,Pln_51000001,2024-01-31,2024-09-07
SPD_201003996,CS_11001158,Pln_51000003,2023-03-28,2024-12-01
SPD_201003997,CS_11002907,Pln_51000001,2024-11-09,2025-01-06
SPD_201003998,CS_11004261,Pln_51000003,2023-08-22,2025-12-22
SPD_201003999,CS_11001639,Pln_51000002,2024-07-31,2024-07-21
SPD_201004000,CS_11004087,Pln_51000003,2023-09-28,2024-05-04
SPD_201004001,CS_11006136,Pln_51000002,2024-11-07,2024-09-02
SPD_201004002,CS_11001086,Pln_51000002,2023-09-18,2025-07-11
SPD_201004003,CS_11003573,Pln_51000001,2024-08-02,2025-11-08
SPD_201004004,CS_11004612,Pln_51000002,2023-05-07,2024-09-17
SPD_201004005,CS_11007633,Pln_51000003,2024-01-15,2025-12-25
SPD_201004006,CS_11007381,Pln_51000002,2024-09-27,2024-12-16
SPD_201004007,CS_11002544,Pln_51000001,2023-07-02,2025-09-06
SPD_201004008,CS_11006178,Pln_51000002,2023-05-11,2025-05-04
SPD_201004009,CS_11004335,Pln_51000003,2023-04-14,2025-03-24
SPD_201004010,CS_11003267,Pln_51000003,2023-10-15,2025-03-08
SPD_201004011,CS_11001424,Pln_51000001,2024-10-14,2024-01-25
SPD_201004012,CS_11001019,Pln_51000002,2023-12-28,2025-12-08
SPD_201004013,CS_11007368,Pln_51000002,2023-08-23,2025-09-07
SPD_201004014,CS_11002782,Pln_51000002,2024-01-22,2024-12-22
SPD_201004015,CS_11000702,Pln_51000003,2024-03-06,2025-10-08
SPD_201004016,CS_11007275,Pln_51000002,2023-12-31,2024-08-14
SPD_201004017,CS_11003479,Pln_51000003,2024-07-07,2025-10-07
SPD_201004018,CS_11002835,Pln_51000003,2024-12-13,2025-02-22
SPD_201004019,CS_11000624,Pln_51000003,2024-03-23,2025-08-25
SPD_201004020,CS_11004778,Pln_51000003,2023-10-01,2024-01-27
SPD_201004021,CS_11007418,Pln_51000002,2024-11-08,2025-04-25
SPD_201004022,CS_11006298,Pln_51000001,2024-09-09,2025-07-19
SPD_201004023,CS_11002244,Pln_51000002,2024-11-18,2024-08-14
SPD_201004024,CS_11000229,Pln_51000001,2023-12-10,2025-03-13
SPD_201004025,CS_11008899,Pln_51000002,2024-06-28,2025-04-19
SPD_201004026,CS_11005089,Pln_51000003,2023-11-09,2024-11-24
SPD_201004027,CS_11008586,Pln_51000001,2024-03-07,2025-08-12
SPD_201004028,CS_11008353,Pln_51000003,2024-06-07,2025-09-29
SPD_201004029,CS_11004565,Pln_51000003,2023-01-29,2025-08-07
SPD_201004030,CS_11006202,Pln_51000002,2024-05-01,2024-05-19
SPD_201004031,CS_11004906,Pln_51000001,2023-03-03,2025-11-29
SPD_201004032,CS_11006148,Pln_51000003,2023-12-28,2025-02-01
SPD_201004033,CS_11004618,Pln_51000003,2023-07-26,2025-02-24
SPD_201004034,CS_11006961,Pln_51000003,2024-07-05,2025-05-22
SPD_201004035,CS_11000278,Pln_51000003,2023-04-26,2024-07-09
SPD_201004036,CS_11000584,Pln_51000001,2023-05-21,2025-06-29
SPD_201004037,CS_11006369,Pln_51000001,2024-05-13,2024-08-03
SPD_201004038,CS_11003814,Pln_51000001,2024-01-15,2025-12-14
SPD_201004039,CS_11000522,Pln_51000003,2023-11-22,2025-03-07
SPD_201004040,CS_11001660,Pln_51000002,2023-01-29,2024-03-17
SPD_201004041,CS_11005965,Pln_51000003,2023-05-15,2024-11-28
SPD_201004042,CS_11002340,Pln_51000002,2023-09-08,2025-11-29
SPD_201004043,CS_11000363,Pln_51000002,2023-11-28,2024-05-24
SPD_201004044,CS_11000870,Pln_51000001,2024-08-23,2024-06-10
SPD_201004045,CS_11005757,Pln_51000003,2023-01-03,2025-10-09
SPD_201004046,CS_11000170,Pln_51000003,2023-06-11,2024-03-07
SPD_201004047,CS_11001358,Pln_51000003,2023-10-27,2025-03-25
SPD_201004048,CS_11003396,Pln_51000002,2023-04-19,2025-01-07
SPD_201004049,CS_11001604,Pln_51000002,2023-04-11,2025-09-18
SPD_201004050,CS_11003820,Pln_51000002,2023-08-24,2025-02-18
SPD_201004051,CS_11003452,Pln_51000002,2023-12-15,2024-10-02
SPD_201004052,CS_11007092,Pln_51000002,2024-09-17,2024-05-31
SPD_201004053,CS_11009563,Pln_51000001,2024-04-20,2025-03-12
SPD_201004054,CS_11006717,Pln_51000003,2024-11-01,2025-11-29
SPD_201004055,CS_11003469,Pln_51000003,2024-09-20,2025-02-27
SPD_201004056,CS_11009266,Pln_51000001,2023-11-04,2024-11-30
SPD_201004057,CS_11001616,Pln_51000001,2023-03-29,2024-06-12
SPD_201004058,CS_11009772,Pln_51000002,2024-05-01,2024-11-04
SPD_201004059,CS_11008782,Pln_51000003,2023-01-20,2025-08-25
SPD_201004060,CS_11006289,Pln_51000002,2023-09-07,2024-03-29
SPD_201004061,CS_11003907,Pln_51000001,2024-10-16,2025-09-01
SPD_201004062,CS_11009611,Pln_51000003,2023-09-06,2024-03-23
SPD_201004063,CS_11008157,Pln_51000001,2024-08-26,2024-05-02
SPD_201004064,CS_11007330,Pln_51000001,2023-11-29,2024-07-07
SPD_201004065,CS_11009069,Pln_51000002,2024-05-16,2025-07-25
SPD_201004066,CS_11005134,Pln_51000002,2024-03-28,2025-11-16
SPD_201004067,CS_11009310,Pln_51000003,2024-07-18,2024-05-16
SPD_201004068,CS_11004674,Pln_51000003,2023-03-25,2024-10-19
SPD_201004069,CS_11000599,Pln_51000003,2023-08-05,2024-01-05
SPD_201004070,CS_11001158,Pln_51000002,2024-11-28,2024-03-25
SPD_201004071,CS_11007873,Pln_51000001,2023-04-16,2024-06-27
SPD_201004072,CS_11008167,Pln_51000002,2023-07-22,2025-05-13
SPD_201004073,CS_11008927,Pln_51000002,2024-03-04,2025-04-12
SPD_201004074,CS_11002336,Pln_51000003,2024-08-22,2024-11-29
SPD_201004075,CS_11004576,Pln_51000003,2024-03-26,2024-11-16
SPD_201004076,CS_11004656,Pln_51000002,2024-04-26,2024-09-29
SPD_201004077,CS_11003375,Pln_51000003,2024-10-25,2025-04-30
SPD_201004078,CS_11009849,Pln_51000002,2024-09-21,2024-11-01
SPD_201004079,CS_11003185,Pln_51000002,2024-03-04,2025-03-11
SPD_201004080,CS_11003555,Pln_51000001,2024-05-09,2024-04-21
SPD_201004081,CS_11008511,Pln_51000003,2023-03-31,2024-10-18
SPD_201004082,CS_11007909,Pln_51000002,2024-05-10,2024-04-16
SPD_201004083,CS_11001854,Pln_51000003,2023-08-25,2025-09-09
SPD_201004084,CS_11002689,Pln_51000002,2023-10-23,2024-07-04
SPD_201004085,CS_11002463,Pln_51000003,2023-02-02,2024-05-14
SPD_201004086,CS_11006424,Pln_51000001,2023-10-05,2024-11-05
SPD_201004087,CS_11002264,Pln_51000001,2024-02-07,2025-06-03
SPD_201004088,CS_11002600,Pln_51000002,2023-09-13,2025-03-13
SPD_201004089,CS_11000616,Pln_51000002,2024-02-18,2024-12-21
SPD_201004090,CS_11002049,Pln_51000003,2023-03-26,2025-10-08
SPD_201004091,CS_11006579,Pln_51000003,2023-03-02,2025-01-03
SPD_201004092,CS_11002471,Pln_51000003,2024-02-27,2024-09-28
SPD_201004093,CS_11001877,Pln_51000002,2024-11-28,2024-05-11
SPD_201004094,CS_11006012,Pln_51000001,2024-01-07,2024-12-19
SPD_201004095,CS_11007900,Pln_51000003,2024-01-06,2025-10-04
SPD_201004096,CS_11009158,Pln_51000001,2023-06-25,2024-04-04
SPD_201004097,CS_11009323,Pln_51000001,2024-09-05,2024-12-12
SPD_201004098,CS_11002399,Pln_51000003,2024-07-23,2025-11-10
SPD_201004099,CS_11001865,Pln_51000003,2023-10-01,2024-11-25
SPD_201004100,CS_11002951,Pln_51000003,2024-10-31,2025-01-12
SPD_201004101,CS_11003868,Pln_51000002,2024-02-22,2025-04-03
SPD_201004102,CS_11004151,Pln_51000002,2024-04-06,2025-05-27
SPD_201004103,CS_11000567,Pln_51000003,2023-08-03,2024-10-15
SPD_201004104,CS_11009321,Pln_51000002,2024-12-30,2025-08-18
SPD_201004105,CS_11005843,Pln_51000003,2024-08-29,2024-01-24
SPD_201004106,CS_11008798,Pln_51000002,2023-05-19,2024-07-05
SPD_201004107,CS_11005502,Pln_51000001,2024-05-15,2024-06-28
SPD_201004108,CS_11002829,Pln_51000001,2024-09-22,2025-07-26
SPD_201004109,CS_11007819,Pln_51000002,2023-10-03,2024-10-26
SPD_201004110,CS_11006391,Pln_51000001,2024-01-19,2024-07-22
SPD_201004111,CS_11009555,Pln_51000002,2024-01-16,2025-12-27
SPD_201004112,CS_11009782,Pln_51000001,2023-08-22,2024-07-14
SPD_201004113,CS_11009769,Pln_51000001,2024-06-04,2024-01-15
SPD_201004114,CS_11000251,Pln_51000003,2024-11-25,2024-07-15
SPD_201004115,CS_11004938,Pln_51000001,2023-01-01,2025-08-05
SPD_201004116,CS_11001144,Pln_51000002,2024-07-31,2025-04-22
SPD_201004117,CS_11006384,Pln_51000002,2023-06-08,2024-06-11
SPD_201004118,CS_11004914,Pln_51000001,2024-10-11,2024-01-16
SPD_201004119,CS_11002584,Pln_51000002,2023-02-11,2025-08-28
SPD_201004120,CS_11002868,Pln_51000001,2024-04-09,2025-10-12
SPD_201004121,CS_11008551,Pln_51000003,2023-06-18,2024-06-11
SPD_201004122,CS_11005002,Pln_51000001,2023-04-27,2024-09-17
SPD_201004123,CS_11004805,Pln_51000001,2024-05-25,2024-11-08
SPD_201004124,CS_11009974,Pln_51000002,2024-01-30,2024-11-26
SPD_201004125,CS_11004849,Pln_51000001,2023-03-18,2025-01-08
SPD_201004126,CS_11008264,Pln_51000003,2023-11-06,2025-10-23
SPD_201004127,CS_11008976,Pln_51000001,2023-04-19,2025-06-24
SPD_201004128,CS_11008458,Pln_51000001,2024-12-22,2024-04-14
SPD_201004129,CS_11006839,Pln_51000002,2023-08-08,2024-12-28
SPD_201004130,CS_11006185,Pln_51000003,2024-05-13,2024-09-26
SPD_201004131,CS_11000670,Pln_51000002,2023-06-18,2024-05-29
SPD_201004132,CS_11002266,Pln_51000003,2023-06-01,2025-01-06
SPD_201004133,CS_11005451,Pln_51000002,2024-10-31,2024-04-09
SPD_201004134,CS_11001706,Pln_51000003,2023-06-30,2024-06-01
SPD_201004135,CS_11000318,Pln_51000002,2023-11-04,2025-10-13
SPD_201004136,CS_11008124,Pln_51000003,2023-06-05,2025-07-08
SPD_201004137,CS_11004253,Pln_51000003,2023-12-25,2024-12-19
SPD_201004138,CS_11000526,Pln_51000002,2023-05-04,2025-01-08
SPD_201004139,CS_11007610,Pln_51000002,2024-01-18,2025-04-08
SPD_201004140,CS_11006239,Pln_51000001,2023-02-09,2024-02-21
SPD_201004141,CS_11002073,Pln_51000003,2023-02-24,2025-05-21
SPD_201004142,CS_11003070,Pln_51000002,2024-12-08,2025-12-24
SPD_201004143,CS_11003311,Pln_51000002,2023-12-26,2024-07-01
SPD_201004144,CS_11002700,Pln_51000001,2024-04-30,2025-07-31
SPD_201004145,CS_11001739,Pln_51000001,2024-07-15,2024-06-21
SPD_201004146,CS_11005574,Pln_51000001,2023-05-01,2024-06-10
SPD_201004147,CS_11000767,Pln_51000002,2024-06-14,2024-12-14
SPD_201004148,CS_11007798,Pln_51000002,2024-04-26,2024-12-28
SPD_201004149,CS_11003760,Pln_51000003,2024-04-22,2025-04-04
SPD_201004150,CS_11007899,Pln_51000002,2023-01-25,2025-12-02
SPD_201004151,CS_11009240,Pln_51000002,2024-07-16,2024-05-22
SPD_201004152,CS_11002493,Pln_51000002,2023-10-26,2024-03-06
SPD_201004153,CS_11002721,Pln_51000001,2024-01-12,2025-01-25
SPD_201004154,CS_11003198,Pln_51000003,2024-01-01,2025-01-27
SPD_201004155,CS_11007109,Pln_51000001,2023-04-11,2025-10-03
SPD_201004156,CS_11008006,Pln_51000002,2023-12-27,2024-09-03
SPD_201004157,CS_11002962,Pln_51000001,2024-03-22,2024-10-01
SPD_201004158,CS_11000096,Pln_51000002,2024-08-21,2024-06-09
SPD_201004159,CS_11003366,Pln_51000002,2023-04-08,2025-09-08
SPD_201004160,CS_11007609,Pln_51000001,2024-08-03,2025-11-25
SPD_201004161,CS_11009236,Pln_51000001,2023-07-05,2025-12-07
SPD_201004162,CS_11005405,Pln_51000002,2024-07-17,2024-07-27
SPD_201004163,CS_11000831,Pln_51000001,2024-02-29,2025-10-18
SPD_201004164,CS_11006146,Pln_51000001,2024-03-24,2025-06-26
SPD_201004165,CS_11009165,Pln_51000001,2023-09-24,2025-06-19
SPD_201004166,CS_11003456,Pln_51000001,2024-11-19,2024-06-13
SPD_201004167,CS_11000693,Pln_51000003,2023-04-08,2024-03-06
SPD_201004168,CS_11001759,Pln_51000003,2024-03-19,2024-03-12
SPD_201004169,CS_11006826,Pln_51000003,2023-09-01,2024-05-16
SPD_201004170,CS_11004476,Pln_51000002,2024-02-23,2024-11-27
SPD_201004171,CS_11002215,Pln_51000003,2024-03-15,2024-04-16
SPD_201004172,CS_11006596,Pln_51000002,2023-02-18,2024-08-03
SPD_201004173,CS_11000812,Pln_51000002,2024-08-26,2024-02-14
SPD_201004174,CS_11003219,Pln_51000002,2024-10-12,2025-10-07
SPD_201004175,CS_11003036,Pln_51000003,2024-07-21,2024-11-15
SPD_201004176,CS_11003347,Pln_51000001,2023-05-21,2024-02-22
SPD_201004177,CS_11002012,Pln_51000002,2024-04-03,2024-07-05
SPD_201004178,CS_11005616,Pln_51000003,2024-05-24,2024-10-31
SPD_201004179,CS_11006661,Pln_51000002,2024-10-31,2025-02-07
SPD_201004180,CS_11008248,Pln_51000001,2024-01-23,2024-02-17
SPD_201004181,CS_11007005,Pln_51000003,2024-10-17,2024-09-12
SPD_201004182,CS_11006422,Pln_51000001,2023-12-07,2025-12-15
SPD_201004183,CS_11006414,Pln_51000002,2023-08-28,2024-04-08
SPD_201004184,CS_11004709,Pln_51000001,2023-10-04,2025-05-21
SPD_201004185,CS_11008770,Pln_51000002,2024-08-21,2025-07-26
SPD_201004186,CS_11008909,Pln_51000001,2023-08-27,2024-09-10
SPD_201004187,CS_11000908,Pln_51000001,2024-07-01,2024-01-22
SPD_201004188,CS_11000705,Pln_51000001,2023-12-18,2024-07-30
SPD_201004189,CS_11007200,Pln_51000003,2023-12-25,2024-02-27
SPD_201004190,CS_11007748,Pln_51000003,2024-04-14,2025-09-17
SPD_201004191,CS_11000999,Pln_51000001,2023-02-27,2024-02-11
SPD_201004192,CS_11009693,Pln_51000001,2024-03-29,2025-10-19
SPD_201004193,CS_11002372,Pln_51000003,2023-02-04,2025-08-23
SPD_201004194,CS_11003862,Pln_51000001,2024-01-04,2024-12-21
SPD_201004195,CS_11008944,Pln_51000001,2024-05-24,2025-10-16
SPD_201004196,CS_11009039,Pln_51000001,2024-07-17,2025-12-31
SPD_201004197,CS_11001966,Pln_51000003,2024-01-02,2025-08-22
SPD_201004198,CS_11006527,Pln_51000003,2023-04-24,2024-05-25
SPD_201004199,CS_11002076,Pln_51000003,2023-11-23,2024-02-16
SPD_201004200,CS_11004723,Pln_51000001,2023-09-11,2024-04-30
SPD_201004201,CS_11005762,Pln_51000002,2023-07-23,2025-11-18
SPD_201004202,CS_11000024,Pln_51000003,2023-05-15,2025-11-10
SPD_201004203,CS_11005300,Pln_51000002,2024-05-06,2025-05-01
SPD_201004204,CS_11002074,Pln_51000003,2023-09-15,2025-07-20
SPD_201004205,CS_11003081,Pln_51000003,2023-03-10,2024-11-14
SPD_201004206,CS_11002563,Pln_51000001,2024-12-04,2024-06-07
SPD_201004207,CS_11007151,Pln_51000002,2024-04-22,2025-01-17
SPD_201004208,CS_11008232,Pln_51000002,2023-03-06,2025-12-23
SPD_201004209,CS_11007471,Pln_51000003,2024-08-22,2025-09-14
SPD_201004210,CS_11005466,Pln_51000001,2024-09-10,2025-12-23
SPD_201004211,CS_11000984,Pln_51000002,2024-12-23,2025-02-27
SPD_201004212,CS_11005673,Pln_51000003,2024-01-06,2025-02-25
SPD_201004213,CS_11009583,Pln_51000002,2024-07-29,2024-10-03
SPD_201004214,CS_11000657,Pln_51000001,2024-12-21,2024-07-11
SPD_201004215,CS_11003585,Pln_51000002,2023-12-11,2025-07-30
SPD_201004216,CS_11000288,Pln_51000001,2024-11-02,2024-02-21
SPD_201004217,CS_11009843,Pln_51000001,2024-07-24,2025-08-18
SPD_201004218,CS_11006429,Pln_51000003,2024-04-11,2025-02-13
SPD_201004219,CS_11003762,Pln_51000003,2024-12-25,2024-03-05
SPD_201004220,CS_11003640,Pln_51000002,2024-04-02,2025-08-17
SPD_201004221,CS_11005276,Pln_51000003,2024-12-07,2025-06-21
SPD_201004222,CS_11004692,Pln_51000001,2024-05-16,2024-12-21
SPD_201004223,CS_11009503,Pln_51000002,2024-06-06,2025-09-13
SPD_201004224,CS_11006579,Pln_51000003,2023-07-04,2024-09-05
SPD_201004225,CS_11002987,Pln_51000003,2024-07-14,2024-01-24
SPD_201004226,CS_11008536,Pln_51000002,2024-01-28,2025-12-01
SPD_201004227,CS_11008449,Pln_51000001,2023-12-19,2024-10-05
SPD_201004228,CS_11004930,Pln_51000001,2023-02-05,2025-11-07
SPD_201004229,CS_11003170,Pln_51000002,2024-06-06,2025-08-10
SPD_201004230,CS_11003105,Pln_51000001,2024-09-11,2025-06-10
SPD_201004231,CS_11001579,Pln_51000002,2024-08-28,2024-07-02
SPD_201004232,CS_11009886,Pln_51000002,2023-06-30,2025-02-21
SPD_201004233,CS_11008978,Pln_51000001,2023-04-23,2024-02-11
SPD_201004234,CS_11002050,Pln_51000001,2023-12-09,2024-04-22
SPD_201004235,CS_11006222,Pln_51000003,2023-04-06,2024-03-22
SPD_201004236,CS_11002337,Pln_51000001,2024-04-07,2025-01-31
SPD_201004237,CS_11007244,Pln_51000003,2024-06-13,2025-02-25
SPD_201004238,CS_11004863,Pln_51000002,2023-02-16,2025-05-29
SPD_201004239,CS_11001432,Pln_51000001,2023-09-13,2025-07-02
SPD_201004240,CS_11000080,Pln_51000001,2024-11-07,2024-08-23
SPD_201004241,CS_11008344,Pln_51000002,2023-08-29,2025-03-06
SPD_201004242,CS_11001807,Pln_51000003,2023-08-23,2025-12-10
SPD_201004243,CS_11001139,Pln_51000002,2023-11-05,2025-07-02
SPD_201004244,CS_11007238,Pln_51000003,2023-02-15,2024-01-07
SPD_201004245,CS_11006675,Pln_51000002,2024-05-07,2025-10-29
SPD_201004246,CS_11000926,Pln_51000002,2023-05-21,2025-08-26
SPD_201004247,CS_11009836,Pln_51000003,2023-08-22,2025-08-26
SPD_201004248,CS_11003229,Pln_51000003,2024-06-17,2025-06-08
SPD_201004249,CS_11002448,Pln_51000003,2024-01-16,2025-10-24
SPD_201004250,CS_11003846,Pln_51000001,2023-06-13,2024-01-31
SPD_201004251,CS_11006284,Pln_51000003,2023-02-27,2024-04-30
SPD_201004252,CS_11007632,Pln_51000001,2024-12-12,2024-06-21
SPD_201004253,CS_11004069,Pln_51000003,2024-10-02,2025-06-19
SPD_201004254,CS_11009870,Pln_51000002,2024-07-10,2024-08-13
SPD_201004255,CS_11001217,Pln_51000002,2023-09-30,2025-08-09
SPD_201004256,CS_11000096,Pln_51000002,2023-10-04,2024-05-22
SPD_201004257,CS_11002970,Pln_51000002,2024-05-21,2024-06-10
SPD_201004258,CS_11001079,Pln_51000001,2023-05-07,2024-12-02
SPD_201004259,CS_11005732,Pln_51000002,2023-05-02,2024-02-29
SPD_201004260,CS_11006868,Pln_51000001,2023-09-07,2024-09-09
SPD_201004261,CS_11003471,Pln_51000002,2024-05-05,2025-12-01
SPD_201004262,CS_11004327,Pln_51000003,2023-04-14,2025-09-23
SPD_201004263,CS_11007443,Pln_51000001,2023-01-06,2025-06-03
SPD_201004264,CS_11004548,Pln_51000002,2024-04-27,2025-03-03
SPD_201004265,CS_11008954,Pln_51000002,2023-02-18,2025-06-26
SPD_201004266,CS_11003629,Pln_51000001,2023-11-15,2025-10-21
SPD_201004267,CS_11000774,Pln_51000002,2024-03-10,2025-04-10
SPD_201004268,CS_11004956,Pln_51000002,2023-08-18,2025-04-21
SPD_201004269,CS_11001574,Pln_51000002,2023-06-27,2024-07-19
SPD_201004270,CS_11009294,Pln_51000002,2023-05-03,2024-06-04
SPD_201004271,CS_11007611,Pln_51000002,2024-01-24,2024-11-30
SPD_201004272,CS_11002924,Pln_51000003,2024-07-28,2024-06-28
SPD_201004273,CS_11007958,Pln_51000003,2023-04-18,2025-07-22
SPD_201004274,CS_11002487,Pln_51000002,2023-01-28,2025-12-12
SPD_201004275,CS_11000714,Pln_51000002,2023-12-13,2024-12-09
SPD_201004276,CS_11006943,Pln_51000003,2023-05-05,2024-02-04
SPD_201004277,CS_11001152,Pln_51000002,2023-01-25,2024-12-06
SPD_201004278,CS_11009548,Pln_51000002,2024-11-02,2024-05-10
SPD_201004279,CS_11009402,Pln_51000003,2023-07-20,2024-05-04
SPD_201004280,CS_11002704,Pln_51000002,2024-11-24,2024-10-12
SPD_201004281,CS_11002057,Pln_51000003,2024-08-03,2025-03-05
SPD_201004282,CS_11009531,Pln_51000003,2023-10-26,2024-02-12
SPD_201004283,CS_11000079,Pln_51000003,2023-01-29,2025-11-22
SPD_201004284,CS_11007998,Pln_51000002,2024-01-31,2024-08-08
SPD_201004285,CS_11007194,Pln_51000003,2023-05-27,2024-02-14
SPD_201004286,CS_11004116,Pln_51000003,2024-02-03,2025-06-12
SPD_201004287,CS_11003005,Pln_51000002,2023-02-22,2024-04-23
SPD_201004288,CS_11007030,Pln_51000001,2024-11-14,2024-07-17
SPD_201004289,CS_11006909,Pln_51000001,2023-10-20,2024-05-30
SPD_201004290,CS_11006836,Pln_51000001,2023-08-24,2024-05-29
SPD_201004291,CS_11008095,Pln_51000001,2023-11-18,2024-03-22
SPD_201004292,CS_11007137,Pln_51000002,2024-01-31,2025-11-11
SPD_201004293,CS_11008068,Pln_51000001,2023-11-05,2025-08-01
SPD_201004294,CS_11007183,Pln_51000002,2023-08-17,2025-08-25
SPD_201004295,CS_11000756,Pln_51000001,2023-11-24,2024-12-22
SPD_201004296,CS_11009043,Pln_51000001,2024-12-19,2024-07-22
SPD_201004297,CS_11006076,Pln_51000003,2024-09-24,2025-12-12
SPD_201004298,CS_11006412,Pln_51000003,2023-01-21,2024-02-03
SPD_201004299,CS_11005029,Pln_51000001,2024-04-15,2024-03-11
SPD_201004300,CS_11007207,Pln_51000003,2024-07-03,2025-05-25
SPD_201004301,CS_11004083,Pln_51000002,2023-12-28,2024-09-20
SPD_201004302,CS_11003094,Pln_51000003,2024-08-31,2025-10-02
SPD_201004303,CS_11000491,Pln_51000002,2024-08-03,2024-01-19
SPD_201004304,CS_11005763,Pln_51000001,2024-07-01,2024-12-20
SPD_201004305,CS_11001275,Pln_51000002,2023-03-28,2025-03-16
SPD_201004306,CS_11002159,Pln_51000003,2023-09-06,2024-06-02
SPD_201004307,CS_11005124,Pln_51000002,2024-06-10,2024-06-01
SPD_201004308,CS_11007403,Pln_51000002,2024-09-05,2025-03-22
SPD_201004309,CS_11005054,Pln_51000002,2024-11-25,2024-05-21
SPD_201004310,CS_11001013,Pln_51000003,2024-06-22,2024-09-07
SPD_201004311,CS_11009764,Pln_51000003,2023-04-09,2025-05-30
SPD_201004312,CS_11005171,Pln_51000002,2023-07-13,2024-05-21
SPD_201004313,CS_11008780,Pln_51000001,2024-10-06,2025-05-04
SPD_201004314,CS_11007744,Pln_51000001,2023-06-25,2025-02-24
SPD_201004315,CS_11000504,Pln_51000002,2024-05-02,2025-04-07
SPD_201004316,CS_11005668,Pln_51000001,2024-10-04,2025-11-01
SPD_201004317,CS_11007423,Pln_51000001,2024-02-05,2025-07-01
SPD_201004318,CS_11007950,Pln_51000002,2023-08-14,2024-02-11
SPD_201004319,CS_11003414,Pln_51000003,2024-02-21,2025-05-02
SPD_201004320,CS_11003632,Pln_51000003,2024-09-03,2024-12-07
SPD_201004321,CS_11008493,Pln_51000001,2023-08-20,2024-07-24
SPD_201004322,CS_11004634,Pln_51000001,2024-05-23,2024-07-12
SPD_201004323,CS_11006089,Pln_51000001,2023-04-22,2024-10-28
SPD_201004324,CS_11001423,Pln_51000002,2023-07-20,2024-10-24
SPD_201004325,CS_11000060,Pln_51000001,2024-12-12,2024-12-26
SPD_201004326,CS_11005814,Pln_51000001,2024-05-31,2024-12-17
SPD_201004327,CS_11004628,Pln_51000002,2024-09-18,2024-12-25
SPD_201004328,CS_11002960,Pln_51000003,2024-06-20,2024-04-17
SPD_201004329,CS_11005095,Pln_51000003,2023-04-24,2024-10-15
SPD_201004330,CS_11007964,Pln_51000002,2024-01-14,2024-04-25
SPD_201004331,CS_11002226,Pln_51000002,2023-12-08,2024-09-27
SPD_201004332,CS_11008726,Pln_51000003,2024-10-09,2024-12-06
SPD_201004333,CS_11006727,Pln_51000001,2023-09-13,2024-08-26
SPD_201004334,CS_11000399,Pln_51000003,2023-03-11,2024-11-18
SPD_201004335,CS_11008478,Pln_51000002,2023-03-31,2024-06-18
SPD_201004336,CS_11002509,Pln_51000002,2024-12-13,2025-07-07
SPD_201004337,CS_11002992,Pln_51000002,2023-04-27,2024-05-21
